,,,,,,,,,,,,,,,
,"The following list contains top 9933 most frequent Chinese characters based on Jun Da's Modern Chinese Character Frequency List, in the order of decreasing frequency. The number                                          of encounters in the corpus is recalculated into a percentage. The additional and missing information was gathered on HanziDB, Wikidictionary, as well as filled in by hand.",,,,,,,,,,,,,,
,№,Freq.,General standard #,Radical,Encounters,Fraction of   the language,HSK 2.0,HSK 3.0,Stroke count,Character,,,,Meaning,
,2115,2115,2301,女 38.8,6114,"0,003160%",6,7–9,11,婴,yīng,ying,first,"baby, infant; bother","97,517874%"
,2116,2116,0638,子 39.4,6112,"0,003159%",5,7–9,7,孝,xiào,xiao,fourth,"filial piety, obedience; mourning","97,521032%"
,2117,2117,2485,頁 181.5,6104,"0,003154%",6,7–9,11,颈,jǐng,jing,third,"neck, throat","97,524187%"
,2118,2118,1961,人 9.8,6072,"0,003138%",6,7–9,10,倘,tǎng,tang,third,"if, supposing, in event of","97,527325%"
,2119,2119,2066,水 85.7,6045,"0,003124%",,7–9,10,浙,zhè,zhe,fourth,Zhejiang province; river,"97,530449%"
,2120,2120,2125,言 149.8,6024,"0,003113%",4,6,10,谅,liàng,liang,fourth,"excuse, forgive; guess, presume","97,533562%"
,2121,2121,3073,艸 140.12,6016,"0,003109%",6,7–9,14,蔽,bì,bi,fourth,"cover, hide, conceal; shelter","97,536671%"
,2122,2122,1086,日 72.4,6012,"0,003107%",6,6,8,畅,chàng,chang,fourth,"smoothly, freely, unrestrained","97,539778%"
,2123,2123,3351,貝 154.12,6004,"0,003103%",6,5,16,赠,zèng,zeng,fourth,"give present; bestow, confer","97,542880%"
,2124,2124,1328,女 38.5,6000,"0,003101%",,,8,妮,nī,ni,first,"maid, servant girl; cute girl","97,545981%"
,2125,2125,4442,艸 140.7,5990,"0,003096%",,,10,莎,shā,sha,first,"kind of sedge grass, used anciently for raincoats","97,549077%"
,2126,2126,2471,寸 41.8,5988,"0,003095%",,,11,尉,wèi,wei,fourth,"officer, military rank","97,552171%"
,2127,2127,0827,冫 15.5,5984,"0,003092%",5,5,7,冻,dòng,dong,fourth,"freeze; cold, congeal; jelly","97,555264%"
,2128,2128,2917,足 157.6,5955,"0,003077%",6,6,13,跪,guì,gui,fourth,kneel,"97,558341%"
,2129,2129,0529,門 169.3,5954,"0,003077%",5,5,6,闯,chuǎng,chuang,third,"rush in, burst in, charge in","97,561418%"
,2130,2130,2552,艸 140.9,5943,"0,003071%",4,5,12,葡,pú,pu,second,grapes,"97,564489%"
,2131,2131,,彳 60.6,5938,"0,003069%",,,9,後,hòu,hou,fourth,"behind, rear, after; descendents","97,567558%"
,2132,2132,2587,厂 27.10,5932,"0,003066%",4,5,12,厨,chú,chu,second,kitchen; closet; cupboard,"97,570624%"
,2133,2133,1892,鳥 196.5,5932,"0,003066%",4,5,10,鸭,yā,ya,first,duck; Anas species (various),"97,573689%"
,2134,2134,3327,頁 181.10,5921,"0,003060%",6,7–9,16,颠,diān,dian,first,"top, peak, summit; upset","97,576749%"
,2135,2135,3143,辵 162.11,5914,"0,003056%",6,7–9,14,遮,zhē,zhe,first,"cover, shield, protect","97,579805%"
,2136,2136,2128,言 149.8,5902,"0,003050%",4,5,10,谊,yì,yi,fourth,"friendship; appropriate, suitable","97,582855%"
,2137,2137,3573,土 32.3,5901,"0,003050%",,,6,圳,zhèn,zhen,fourth,"furrow in field, small drainage ditch","97,585905%"
,2138,2138,0420,口 30.3,5891,"0,003044%",6,7–9,6,吁,xū,xu,first,"sh, hush; implore","97,588949%"
,2139,2139,0143,人 9.2,5882,"0,003040%",,,4,仑,lún,lun,second,"logical reasons, logical order","97,591989%"
,2140,2140,3037,辛 160.6,5876,"0,003037%",6,7–9,13,辟,pì,pi,fourth,"law, rule; open up, develop","97,595026%"
,2141,2141,3282,疒 104.10,5875,"0,003036%",6,7–9,15,瘤,liú,liu,second,"tumor, lump, goiter","97,598062%"
,2142,2142,2810,女 38.10,5863,"0,003030%",6,7–9,12,嫂,sǎo,sao,third,"older brother's wife, sister-in-law","97,601092%"
,2143,2143,3803,阜 170.5,5863,"0,003030%",,,7,陀,tuó,tuo,second,"steep bank, rough terrain","97,604122%"
,2144,2144,1833,木 75.6,5853,"0,003025%",6,7–9,10,框,kuāng,kuang,first,frame; framework; door frame,"97,607146%"
,2145,2145,3177,言 149.12,5849,"0,003023%",,,14,谭,tán,tan,second,surname,"97,610169%"
,2146,2146,3755,亠 8.5,5845,"0,003021%",,,7,亨,hēng,heng,first,"smoothly, progressing, no trouble","97,613190%"
,2147,2147,1532,金 167.4,5840,"0,003018%",6,7–9,9,钦,qīn,qin,first,"respect, admire; respectful","97,616208%"
,2148,2148,2386,广 53.8,5835,"0,003015%",6,7–9,11,庸,yōng,yong,first,"usual, common, ordinary, mediocre","97,619223%"
,2149,2149,3155,欠 76.10,5833,"0,003014%",4,6,14,歉,qiàn,qian,fourth,"deficient, lacking, insufficient","97,622237%"
,2150,2150,0374,艸 140.4,5832,"0,003014%",,7–9,6,芝,zhī,zhi,first,Zoysia pungens,"97,625251%"
,2151,2151,0749,口 30.4,5814,"0,003005%",6,7–9,7,吼,hǒu,hou,third,"roar, shout; bark, howl","97,628256%"
,2152,2152,0691,用 101.2,5805,"0,003000%",,,7,甫,fǔ,fu,third,"begin; man, father; great; a distance of ten li","97,631256%"
,2153,2153,1293,衣 145.3,5802,"0,002998%",3,3,8,衫,shān,shan,first,shirt; robe; gown; jacket,"97,634254%"
,2154,2154,2844,手 64.10,5798,"0,002996%",6,7–9,13,摊,tān,tan,first,"spread out, open; apportion","97,637251%"
,2155,2155,2101,宀 40.7,5798,"0,002996%",5,6,10,宴,yàn,yan,fourth,"to entertain, feast; a feast, banquet","97,640247%"
,2156,2156,3253,口 30.12,5788,"0,002991%",6,7–9,15,嘱,zhǔ,zhu,third,"order, tell, instruct, leave word","97,643238%"
,2157,2157,2020,衣 145.4,5781,"0,002988%",6,7–9,10,衷,zhōng,zhong,first,inner feelings,"97,646226%"
,2158,2158,1739,女 38.6,5772,"0,002983%",6,7–9,9,娇,jiāo,jiao,first,seductive and loveable; tender,"97,649209%"
,2159,2159,1320,阜 170.6,5769,"0,002981%",,,8,陕,shǎn,shan,third,mountain pass; Shanxi province,"97,652190%"
,2160,2160,1540,矢 111.5,5766,"0,002980%",5,7–9,9,矩,jǔ,ju,third,"carpenter's square; rule, regulation","97,655170%"
,2161,2161,2068,水 85.7,5766,"0,002980%",,7–9,10,浦,pǔ,pu,third,"bank of river, shore; surname","97,658149%"
,2162,2162,0553,言 149.4,5760,"0,002977%",6,7–9,6,讶,yà,ya,fourth,"express surprise, be surprised","97,661126%"
,2163,2163,1984,耳 128.4,5758,"0,002976%",6,7–9,10,耸,sǒng,song,third,"urge on; rise up; stir, excite","97,664102%"
,2164,2164,3032,衣 145.8,5752,"0,002973%",,7–9,13,裸,luǒ,luo,third,"bare, nude; undress, strip","97,667074%"
,2165,2165,3050,石 112.9,5751,"0,002972%",,7–9,14,碧,bì,bi,fourth,"jade; green, blue","97,670046%"
,2166,2166,3057,手 64.11,5743,"0,002968%",6,7–9,14,摧,cuī,cui,first,"destroy, break, injure","97,673014%"
,2167,2167,3325,艸 140.13,5741,"0,002967%",6,6,16,薪,xīn,xin,first,"fuel, firewood; salary","97,675981%"
,2168,2168,2413,水 85.8,5737,"0,002965%",6,7–9,11,淋,lín,lin,second,"drip, soak, drench; perfectly","97,678946%"
,2169,2169,1816,耳 128.4,5735,"0,002964%",6,7–9,10,耻,chǐ,chi,third,"shame, humiliation; ashamed","97,681910%"
,2170,2170,2000,肉 130.6,5721,"0,002957%",5,5,10,胶,jiāo,jiao,first,"glue, gum, resin, rubber; sound; shin bone","97,684866%"
,2171,2171,2472,尸 44.9,5718,"0,002955%",,7–9,11,屠,tú,tu,second,"butcher, slaughter, massacre","97,687821%"
,2172,2172,2674,鳥 196.7,5703,"0,002947%",,7–9,12,鹅,é,e,second,goose,"97,690768%"
,2173,2173,0299,食 184.2,5689,"0,002940%",6,7–9,5,饥,jī,ji,first,"hunger, starving; hungry; a famine","97,693708%"
,2174,2174,1480,目 109.4,5689,"0,002940%",5,6,9,盼,pàn,pan,fourth,"look, gaze; expect, hope for","97,696648%"
,2175,2175,2356,肉 130.7,5682,"0,002936%",5,7–9,11,脖,bó,bo,second,neck,"97,699585%"
,2176,2176,1497,虫 142.3,5670,"0,002930%",5,7–9,9,虹,hóng,hong,second,rainbow,"97,702515%"
,2177,2177,3184,羽 124.8,5661,"0,002926%",,7–9,14,翠,cuì,cui,fourth,color green; kingfisher,"97,705440%"
,2178,2178,2298,山 46.8,5658,"0,002924%",6,7–9,11,崩,bēng,beng,first,"rupture, split apart, collapse","97,708364%"
,2179,2179,1114,貝 154.4,5652,"0,002921%",5,6,8,账,zhàng,zhang,fourth,"accounts; bill, debt; credit","97,711285%"
,2180,2180,2211,艸 140.8,5646,"0,002918%",,7–9,11,萍,píng,ping,second,"duckweed; wandering, traveling","97,714203%"
,2181,2181,2007,辵 162.7,5632,"0,002911%",6,7–9,10,逢,féng,feng,second,"come upon, happen meet; flatter","97,717114%"
,2182,2182,3112,貝 154.10,5630,"0,002910%",4,6,14,赚,zhuàn,zhuan,fourth,"make money, earn; gain, profit","97,720023%"
,2183,2183,3196,手 64.12,5628,"0,002908%",6,6,15,撑,chēng,cheng,first,"prop up, support; brace","97,722932%"
,2184,2184,2739,羽 124.6,5625,"0,002907%",6,7–9,12,翔,xiáng,xiang,second,"soar, glide, hover; detailed","97,725838%"
,2185,2185,1963,人 9.8,5622,"0,002905%",5,5,10,倡,chàng,chang,fourth,"guide, leader; lead, introduce","97,728744%"
,2186,2186,2493,糸 120.8,5622,"0,002905%",,7–9,11,绵,mián,mian,second,"cotton wad; wool; soft, downy","97,731649%"
,2187,2187,2721,犬 94.9,5582,"0,002885%",5,5,12,猴,hóu,hou,second,"monkey, ape; monkey-like","97,734534%"
,2188,2188,1427,木 75.5,5582,"0,002885%",6,7–9,9,枯,kū,ku,first,"dried out, withered, decayed","97,737419%"
,2189,2189,0686,工 48.4,5576,"0,002882%",,7–9,7,巫,wū,wu,first,"wizard, sorcerer, witch, shaman","97,740300%"
,2190,2190,1491,日 72.5,5569,"0,002878%",,,9,昭,zhāo,zhao,first,"bright, luminous; illustrious","97,743178%"
,2191,2191,1265,心 61.5,5561,"0,002874%",,,8,怔,zhēng,zheng,first,a disease resembling neurosis,"97,746052%"
,2192,2192,2423,水 85.8,5551,"0,002869%",,7–9,11,渊,yuān,yuan,first,"surge up, bubble up, gush forth","97,748921%"
,2193,2193,2374,冫 15.9,5544,"0,002865%",6,7–9,11,凑,còu,cou,fourth,"piece together, assemble","97,751786%"
,2194,2194,3012,水 85.10,5543,"0,002865%",6,7–9,13,溪,xī,xi,first,"mountain stream, creek","97,754650%"
,2195,2195,3488,虫 142.15,5542,"0,002864%",6,7–9,21,蠢,chǔn,chun,third,wriggle; stupid; silly; fat,"97,757514%"
,2196,2196,2793,示 113.8,5540,"0,002863%",,7–9,12,禅,chán,chan,second,dhyana (Sanskrit); Zen; meditation (Buddhism),"97,760377%"
,2197,2197,2397,門 169.8,5532,"0,002859%",6,7–9,11,阐,chǎn,chan,third,"explain, clarify, elucidate","97,763236%"
,2198,2198,1076,日 72.4,5529,"0,002857%",6,6,8,旺,wàng,wang,fourth,prosper; prosperous; increase,"97,766093%"
,2199,2199,2782,宀 40.9,5519,"0,002852%",5,7–9,12,寓,yù,yu,fourth,residence; lodge; dwell,"97,768946%"
,2200,2200,3439,艸 140.15,5514,"0,002850%",,7–9,18,藤,téng,teng,second,"rattan, cane; creeper plant","97,771795%"
,2201,2201,1780,匚 22.8,5511,"0,002848%",,7–9,10,匪,fěi,fei,third,"bandits, robbers, gangsters","97,774643%"
,2202,2202,0493,人 9.4,5511,"0,002848%",3,4,6,伞,sǎn,san,third,"umbrella, parasol, parachute","97,777491%"
,2203,2203,2878,石 112.8,5509,"0,002847%",6,7–9,13,碑,bēi,bei,first,stone tablet; gravestone,"97,780338%"
,2204,2204,1397,手 64.7,5500,"0,002842%",6,7–9,9,挪,nuó,nuo,second,"move, shift on one side","97,783180%"
,2205,2205,2504,玉 96.8,5495,"0,002840%",,,12,琼,qióng,qiong,second,"jade; rare, precious; elegant; (Cant.) to coagulate","97,786020%"
,2206,2206,1995,肉 130.6,5492,"0,002838%",6,7–9,10,脂,zhī,zhi,first,"fat, grease, lard; grease","97,788858%"
,2207,2207,2461,言 149.9,5481,"0,002832%",6,7–9,11,谎,huǎng,huang,third,lie,"97,791691%"
,2208,2208,2778,心 61.9,5479,"0,002831%",6,7–9,12,慨,kǎi,kai,third,"sigh, regret; generous","97,794522%"
,2209,2209,2210,艸 140.8,5477,"0,002830%",,7–9,11,菩,pú,pu,second,"herb, aromatic plant","97,797353%"
,2210,2210,2208,艸 140.8,5463,"0,002823%",4,5,11,萄,táo,tao,second,grapes,"97,800176%"
,2211,2211,1601,犬 94.6,5456,"0,002820%",5,7–9,9,狮,shī,shi,first,lion,"97,802995%"
,2212,2212,2190,手 64.8,5436,"0,002809%",6,7–9,11,掘,jué,jue,second,"dig, excavate; excavate cave","97,805805%"
,2213,2213,0626,手 64.4,5433,"0,002808%",5,4,7,抄,chāo,chao,first,"copy, confiscate, seize","97,808612%"
,2214,2214,1111,山 46.5,5429,"0,002806%",,7–9,8,岭,lǐng,ling,third,"mountain ridge, mountain peak","97,811418%"
,2215,2215,1897,日 72.6,5420,"0,002801%",5,6,10,晕,yūn,yun,first,"halo in sky; fog; dizzy, faint","97,814219%"
,2216,2216,2469,辵 162.8,5418,"0,002800%",6,7–9,11,逮,dǎi,dai,third,"seize, catch; reach, arrive","97,817019%"
,2217,2217,1454,石 112.4,5418,"0,002800%",5,7–9,9,砍,kǎn,kan,third,"hack, chop, cut, fell","97,819819%"
,2218,2218,2180,手 64.8,5416,"0,002799%",6,6,11,掏,tāo,tao,first,take out; pull out; clean out,"97,822618%"
,2219,2219,3746,犬 94.4,5414,"0,002798%",,,7,狄,dí,di,second,tribe from northern china; surnam,"97,825416%"
,2220,2220,2615,日 72.8,5412,"0,002797%",6,7–9,12,晰,xī,xi,first,"clear, evident; clearly","97,828213%"
,2221,2221,0895,网 122.3,5409,"0,002795%",6,7–9,7,罕,hǎn,han,third,"rare, scarce; surname","97,831008%"
,2222,2222,1807,手 64.7,5389,"0,002785%",6,7–9,10,挽,wǎn,wan,third,"pull; pull back, draw back","97,833793%"
,2223,2223,2713,肉 130.8,5386,"0,002783%",4,5,12,脾,pí,pi,second,"spleen, pancreas; disposition","97,836576%"
,2224,2224,0484,舟 137.0,5363,"0,002772%",6,7–9,6,舟,zhōu,zhou,first,"boat, ship; KangXi radical 137","97,839348%"
,2225,2225,2990,疒 104.8,5359,"0,002769%",,7–9,13,痴,chī,chi,first,"foolish, stupid, dumb, silly","97,842117%"
,2226,2226,3071,艸 140.11,5325,"0,002752%",,,14,蔡,cài,cai,fourth,surname; species of tortoise,"97,844869%"
,2227,2227,2406,刀 18.9,5324,"0,002751%",5,5,11,剪,jiǎn,jian,third,"scissors; cut, divide, separate","97,847620%"
,2228,2228,2033,肉 130.6,5316,"0,002747%",,7–9,10,脊,jí,ji,second,"spine, backbone; ridge","97,850368%"
,2229,2229,0063,弓 57.0,5315,"0,002747%",,7–9,3,弓,gōng,gong,first,"bow; curved, arched; KangXi radical number 57","97,853114%"
,2230,2230,3380,心 61.13,5307,"0,002743%",4,6,16,懒,lǎn,lan,third,"lazy, languid, listless","97,855857%"
,2231,2231,0071,又 29.1,5299,"0,002738%",5,5,3,叉,chā,cha,first,"crotch; fork, prong","97,858595%"
,2232,2232,0967,手 64.5,5282,"0,002730%",5,6,8,拐,guǎi,guai,third,"kidnap, abduct; turn","97,861325%"
,2233,2233,5130,口 30.9,5282,"0,002730%",,,12,喃,nán,nan,second,"keep talking, chattering; mumble","97,864055%"
,2234,2234,3126,人 9.12,5278,"0,002728%",,7–9,14,僚,liáo,liao,second,"companion, colleague; officials; bureaucracy; a pretty face","97,866782%"
,2235,2235,1797,手 64.7,5273,"0,002725%",5,6,10,捐,juān,juan,first,"contribute; give up, renounce","97,869507%"
,2236,2236,0921,女 38.5,5272,"0,002724%",,,7,姊,zǐ,zi,third,elder sister,"97,872232%"
,2237,2237,2823,馬 187.9,5268,"0,002722%",6,7–9,12,骚,sāo,sao,first,"harass, bother, annoy, disturb","97,874954%"
,2238,2238,0957,手 64.5,5256,"0,002716%",6,7–9,8,拓,tà,ta,fourth,expand; open up; support or push,"97,877670%"
,2239,2239,1445,止 77.5,5251,"0,002714%",5,7–9,9,歪,wāi,wai,first,"slant; inclined; askewd, awry","97,880384%"
,2240,2240,2402,米 119.5,5231,"0,002703%",5,7–9,11,粘,zhān,zhan,first,"viscous, mucous; glutinous","97,883087%"
,2241,2241,1428,木 75.5,5229,"0,002702%",,7–9,9,柄,bǐng,bing,third,"handle, lever, knob; authority","97,885790%"
,2242,2242,0645,土 32.4,5223,"0,002699%",6,7–9,7,坑,kēng,keng,first,"pit, hole; bury, trap; harry","97,888489%"
,2243,2243,1318,阜 170.6,5220,"0,002698%",5,7–9,8,陌,mò,mo,fourth,foot path between rice fields,"97,891186%"
,2244,2244,2104,穴 116.5,5219,"0,002697%",5,7–9,10,窄,zhǎi,zhai,third,"narrow, tight; narrow-minded","97,893884%"
,2245,2245,2752,水 85.9,5207,"0,002691%",,,12,湘,xiāng,xiang,first,Hunan province,"97,896574%"
,2246,2246,0489,儿 10.4,5204,"0,002689%",6,7–9,6,兆,zhào,zhao,fourth,omen; million; mega; also trillion. China = million; Japan and Taiwan = trillion,"97,899264%"
,2247,2247,2292,山 46.8,5199,"0,002687%",6,7–9,11,崖,yá,ya,second,"cliff, precipice; precipitous","97,901951%"
,2248,2248,1756,馬 187.6,5196,"0,002685%",4,6,9,骄,jiāo,jiao,first,spirited horse; haughty,"97,904636%"
,2249,2249,1167,刀 18.6,5185,"0,002680%",6,7–9,8,刹,shā,sha,first,"temple, shrine, monastary","97,907315%"
,2250,2250,3438,革 177.9,5176,"0,002675%",5,7–9,18,鞭,biān,bian,first,whip; whip; string of firecrackers,"97,909990%"
,2251,2251,0372,艸 140.3,5174,"0,002674%",6,7–9,6,芒,máng,mang,second,Miscanthus sinensis,"97,912664%"
,2252,2252,2688,竹 118.6,5170,"0,002672%",6,7–9,12,筋,jīn,jin,first,muscles; tendons,"97,915336%"
,2253,2253,2845,耳 128.7,5148,"0,002660%",4,6,13,聘,pìn,pin,fourth,"engage, employ; betroth","97,917996%"
,2254,2254,1534,金 167.5,5140,"0,002656%",6,7–9,9,钩,gōu,gou,first,"hook, barb; sickle; stroke with","97,920652%"
,2255,2255,2572,木 75.8,5140,"0,002656%",6,7–9,12,棍,gùn,gun,fourth,"stick, cudgel; scoundrel","97,923309%"
,2256,2256,3480,口 30.17,5138,"0,002655%",6,7–9,20,嚷,rǎng,rang,third,"shout, brawl, make uproar, cry","97,925964%"
,2257,2257,2973,肉 130.9,5132,"0,002652%",,7–9,13,腺,xiàn,xian,fourth,gland,"97,928616%"
,2258,2258,1314,弓 57.5,5117,"0,002644%",6,7–9,8,弦,xián,xian,second,"string; hypotenuse, crescent","97,931261%"
,2259,2259,2748,火 86.8,5116,"0,002644%",6,7–9,12,焰,yàn,yan,fourth,"flame, blaze; glowing, blazing","97,933904%"
,2260,2260,1457,而 126.3,5109,"0,002640%",6,7–9,9,耍,shuǎ,shua,third,"frolic, play, amuse, play with","97,936545%"
,2261,2261,1966,人 9.8,5100,"0,002636%",6,7–9,10,俯,fǔ,fu,third,"bow down, face down, look down","97,939180%"
,2262,2262,1448,厂 27.7,5096,"0,002634%",5,4,9,厘,lí,li,second,thousandth part of tael,"97,941814%"
,2263,2263,2774,心 61.9,5088,"0,002629%",6,7–9,12,愣,lèng,leng,fourth,be in a daze,"97,944443%"
,2264,2264,2588,厂 27.10,5083,"0,002627%",5,7–9,12,厦,shà,sha,fourth,"big building, mansion","97,947070%"
,2265,2265,2130,心 61.6,5081,"0,002626%",5,7–9,10,恳,kěn,ken,third,"sincere, earnest, cordial","97,949696%"
,2266,2266,1611,食 184.6,5079,"0,002625%",6,7–9,9,饶,ráo,rao,second,"bountiful, abundant, plentiful","97,952321%"
,2267,2267,0758,金 167.2,5059,"0,002614%",6,7–9,7,钉,dīng,ding,first,"nail, spike; pursue closely","97,954935%"
,2268,2268,3173,宀 40.11,5049,"0,002609%",,7–9,14,寡,guǎ,gua,third,"widowed; alone, friendless","97,957544%"
,2269,2269,3381,心 61.13,5036,"0,002603%",5,6,16,憾,hàn,han,fourth,"to regret, remorse; dissatisfied","97,960147%"
,2270,2270,3063,手 64.11,5035,"0,002602%",5,5,14,摔,shuāi,shuai,first,"fall ground, stumble, trip","97,962749%"
,2271,2271,3043,又 29.11,5027,"0,002598%",6,7–9,13,叠,dié,die,second,pile; be piled up; fold up,"97,965347%"
,2272,2272,2547,心 61.9,5018,"0,002593%",6,7–9,12,惹,rě,re,third,"irritate, vex, offend, incite","97,967940%"
,2273,2273,2644,口 30.9,5012,"0,002590%",6,7–9,12,喻,yù,yu,fourth,"metaphor, analogy; example; like","97,970530%"
,2274,2274,3181,言 149.12,5009,"0,002589%",6,7–9,14,谱,pǔ,pu,third,"list, table; musical score","97,973119%"
,2275,2275,2776,心 61.10,5008,"0,002588%",5,7–9,12,愧,kuì,kui,fourth,"ashamed, conscience-stricken","97,975707%"
,2276,2276,3004,火 86.9,5002,"0,002585%",6,7–9,13,煌,huáng,huang,second,"bright, shining, luminous","97,978292%"
,2277,2277,3420,彳 60.14,5000,"0,002584%",,7–9,17,徽,huī,hui,first,"a badge, insignia","97,980876%"
,2278,2278,3019,水 85.10,4998,"0,002583%",6,7–9,13,溶,róng,rong,second,"to melt, dissolve; overflowing with","97,983458%"
,2279,2279,0917,土 32.4,4980,"0,002574%",6,7–9,7,坠,zhuì,zhui,fourth,"fall down, drop, sink, go to ruin","97,986032%"
,2280,2280,2982,火 86.9,4969,"0,002568%",,,13,煞,shā,sha,first,"malignant deity; baleful, noxious; strike dead","97,988600%"
,2281,2281,0040,巾 50.0,4967,"0,002567%",4,4,3,巾,jīn,jin,first,kerchief; towel; turban; KangXi radical number 50,"97,991167%"
,2282,2282,3010,水 85.10,4964,"0,002565%",6,7–9,13,滥,làn,lan,fourth,"flood, overflow; excessive","97,993732%"
,2283,2283,1665,水 85.6,4961,"0,002564%",5,5,9,洒,sǎ,sa,third,sprinkle; scatter; pour; to wipe away; to shiver,"97,996296%"
,2284,2284,2161,土 32.9,4960,"0,002563%",4,4,11,堵,dǔ,du,third,"wall; stop, prevent; stop up","97,998859%"
,2285,2285,2038,瓦 98.6,4955,"0,002561%",6,7–9,10,瓷,cí,ci,second,"crockery, porcelain, chinaware","98,001420%"
,2286,2286,1096,口 30.5,4931,"0,002548%",,,8,咒,zhòu,zhou,fourth,"curse, damn, incantation","98,003968%"
,2287,2287,1737,女 38.6,4928,"0,002547%",3,4,9,姨,yí,yi,second,"mother's sister, aunt","98,006515%"
,2288,2288,2562,木 75.8,4917,"0,002541%",4,5,12,棒,bàng,bang,fourth,"stick, club, truncheon; hit","98,009056%"
,2289,2289,4375,邑 163.7,4912,"0,002538%",,,9,郡,jùn,jun,fourth,administrative division,"98,011594%"
,2290,2290,2076,水 85.7,4911,"0,002538%",6,7–9,10,浴,yù,yu,fourth,"bathe, wash; bath","98,014132%"
,2291,2291,2811,女 38.9,4909,"0,002537%",,7–9,12,媚,mèi,mei,fourth,"charming, attractive; flatter","98,016669%"
,2292,2292,5529,魚 195.5,4907,"0,002536%",,,13,稣,sū,su,first,"revive, to rise again; collect","98,019205%"
,2293,2293,2421,水 85.8,4903,"0,002534%",,7–9,11,淮,huái,huai,second,river in Anhui province,"98,021739%"
,2294,2294,1082,口 30.6,4887,"0,002526%",5,7–9,8,哎,āi,ai,first,interjection of surprise,"98,024264%"
,2295,2295,0903,尸 44.4,4884,"0,002524%",6,,7,屁,pì,pi,fourth,break wind; fart; buttocks,"98,026788%"
,2296,2296,3161,水 85.11,4884,"0,002524%",6,7–9,14,漆,qī,qi,first,"varnish, lacquer, paint","98,029312%"
,2297,2297,2424,水 85.8,4879,"0,002521%",,,11,淫,yín,yin,second,"obscene, licentious, lewd","98,031834%"
,2298,2298,2500,巛 47.8,4874,"0,002519%",6,7–9,11,巢,cháo,chao,second,"nest, living quarter in tree","98,034352%"
,2299,2299,0741,口 30.4,4866,"0,002515%",6,7–9,7,吩,fēn,fen,first,"order, command, instruct","98,036867%"
,2300,2300,3205,手 64.12,4863,"0,002513%",,7–9,15,撰,zhuàn,zhuan,fourth,"compose, write, compile","98,039380%"
,2301,2301,2291,口 30.8,4850,"0,002506%",6,7–9,11,啸,xiào,xiao,fourth,"roar, howl, scream; whistle","98,041887%"
,2302,2302,2750,水 85.9,4850,"0,002506%",6,7–9,12,滞,zhì,zhi,fourth,"block up, obstruct; stagnant","98,044393%"
,2303,2303,0950,玉 96.4,4839,"0,002501%",,7–9,8,玫,méi,mei,second,rose,"98,046894%"
,2304,2304,2241,石 112.6,4819,"0,002490%",4,5,11,硕,shuò,shuo,fourth,"great, eminent; large, big","98,049384%"
,2305,2305,1120,金 167.3,4813,"0,002487%",5,7–9,8,钓,diào,diao,fourth,"fish; fishhook; tempt, lure","98,051871%"
,2306,2306,3245,虫 142.9,4811,"0,002486%",5,,15,蝶,dié,die,second,butterfly,"98,054358%"
,2307,2307,3274,肉 130.11,4809,"0,002485%",6,7–9,15,膝,xī,xi,first,knee,"98,056843%"
,2308,2308,1740,女 38.6,4806,"0,002484%",,,9,姚,yáo,yao,second,"handsome, elegant; surname","98,059327%"
,2309,2309,1003,艸 140.5,4798,"0,002480%",6,7–9,8,茂,mào,mao,fourth,"thick, lush, dense; talented","98,061806%"
,2310,2310,2335,身 158.4,4797,"0,002479%",,7–9,11,躯,qū,qu,first,body,"98,064285%"
,2311,2311,0381,口 30.3,4795,"0,002478%",,7–9,6,吏,lì,li,fourth,"government official, magistrate","98,066763%"
,2312,2312,2978,犬 94.10,4793,"0,002477%",,,13,猿,yuán,yuan,second,ape,"98,069240%"
,2313,2313,3171,宀 40.11,4783,"0,002472%",,7–9,14,寨,zhài,zhai,fourth,"stockade, stronghold, outpost; brothel","98,071712%"
,2314,2314,2142,心 61.6,4779,"0,002470%",6,7–9,10,恕,shù,shu,fourth,"forgive, excuse, show mercy","98,074182%"
,2315,2315,2416,水 85.9,4769,"0,002465%",6,6,11,渠,qú,qu,second,"ditch, canal, channel, gutter","98,076646%"
,2316,2316,2239,戈 62.7,4756,"0,002458%",4,7–9,11,戚,qī,qi,first,relative; be related to; sad,"98,079104%"
,2317,2317,0701,辰 161.0,4755,"0,002457%",6,7–9,7,辰,chén,chen,second,early morning; 5th terrestrial branch,"98,081561%"
,2318,2318,2344,舟 137.5,4743,"0,002451%",6,7–9,11,舶,bó,bo,second,"large, ocean-going vessel","98,084012%"
,2319,2319,1990,頁 181.4,4742,"0,002451%",6,7–9,10,颁,bān,ban,first,"confer, bestow; publish, promulgate","98,086463%"
,2320,2320,2775,心 61.9,4730,"0,002444%",,,12,惶,huáng,huang,second,"fearful, afraid, anxious, nervous","98,088907%"
,2321,2321,1196,犬 94.5,4718,"0,002438%",,,8,狐,hú,hu,second,species of fox,"98,091346%"
,2322,2322,0559,言 149.4,4713,"0,002436%",5,7–9,6,讽,fěng,feng,third,"recite, incant; satirize","98,093781%"
,2323,2323,2317,竹 118.5,4712,"0,002435%",4,4,11,笨,bèn,ben,fourth,"foolish, stupid, dull; awkward","98,096216%"
,2324,2324,2117,衣 145.5,4710,"0,002434%",6,7–9,10,袍,páo,pao,second,"long gown, robe, cloak","98,098650%"
